step,dataset_index,timestamp,actual_state_1,actual_action_0,actual_action_1,actual_action_2,actual_action_3,actual_action_4,actual_action_5,predicted_action_0,predicted_action_1,predicted_action_2,predicted_action_3,predicted_action_4,predicted_action_5
367,367,36.70000076293945,32.0,90.0,22.0,86.0,90.0,90.0,90.0,90.0,17.75633430480957,85.96764373779297,90.0,90.0,89.98394012451172
368,368,36.79999923706055,30.0,90.0,20.0,86.0,90.0,90.0,90.0,90.0,17.373640060424805,85.98561096191406,90.0,90.0,89.9813003540039
369,369,36.900001525878906,28.0,90.0,18.0,86.0,90.0,90.0,90.0,90.0,15.776805877685547,85.98389434814453,90.0,90.0,89.97857666015625
370,370,37.0,26.0,90.0,16.0,86.0,90.0,90.0,90.0,90.0,13.46297836303711,85.9865493774414,90.0,90.0,89.97359466552734
371,371,37.099998474121094,24.0,90.0,14.0,86.0,90.0,90.0,90.0,90.0,12.587890625,85.99198150634766,90.0,90.0,89.96807098388672
372,372,37.20000076293945,22.0,90.0,12.0,86.0,90.0,90.0,90.0,90.0,10.311431884765625,86.0018081665039,90.0,90.0,89.9862289428711
373,373,37.29999923706055,20.0,90.0,10.0,86.0,90.0,90.0,90.0,90.0,10.551868438720703,85.9870376586914,90.0,90.0,89.97042846679688
374,374,37.400001525878906,18.0,90.0,8.0,86.0,90.0,90.0,90.0,90.0,6.482456207275391,85.9999771118164,90.0,90.0,89.97625732421875
375,375,37.5,16.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,6.362602233886719,85.9961929321289,90.0,90.0,89.98928833007812
376,376,37.599998474121094,14.0,90.0,4.0,86.0,90.0,90.0,90.0,90.0,6.384483337402344,86.005615234375,90.0,90.0,89.96224975585938
377,377,37.70000076293945,12.0,90.0,2.0,86.0,90.0,90.0,90.0,90.0,6.124664306640625,85.99762725830078,90.0,90.0,89.97919464111328
378,378,37.79999923706055,11.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,6.762020111083984,86.00189208984375,90.0,90.0,89.95726776123047
379,379,37.900001525878906,9.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,3.663116455078125,86.00665283203125,90.0,90.0,89.96944427490234
380,380,38.0,6.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,6.9771881103515625,85.98102569580078,90.0,90.0,89.97679901123047
381,381,38.099998474121094,5.0,90.0,0.0,86.0,90.0,90.0,90.0,90.0,9.46392822265625,85.97895050048828,90.0,90.0,89.97334289550781
382,382,38.20000076293945,90.0,90.0,2.0,86.0,90.0,90.0,90.0,90.0,9.19747543334961,85.99197387695312,90.0,90.0,89.97962951660156
383,383,38.29999923706055,1.0,90.0,4.0,86.0,90.0,90.0,90.0,90.0,10.123287200927734,85.9843978881836,90.0,90.0,89.9798583984375
384,384,38.400001525878906,1.0,90.0,6.0,86.0,90.0,90.0,90.0,90.0,11.810035705566406,85.98455047607422,90.0,90.0,89.97638702392578
385,385,38.5,1.0,90.0,8.0,86.0,90.0,90.0,90.0,90.0,15.721302032470703,85.99293518066406,90.0,90.0,89.97463989257812
386,386,38.599998474121094,1.0,90.0,10.0,86.0,90.0,90.0,90.0,90.0,17.576650619506836,85.9771728515625,90.0,90.0,89.96387481689453
387,387,38.70000076293945,90.0,90.0,12.0,86.0,90.0,90.0,90.0,90.0,16.027103424072266,85.98798370361328,90.0,90.0,89.9645004272461
388,388,38.79999923706055,4.0,90.0,14.0,86.0,90.0,90.0,90.0,90.0,16.189416885375977,85.99272918701172,90.0,90.0,89.97852325439453
389,389,38.900001525878906,6.0,90.0,16.0,86.0,90.0,90.0,90.0,90.0,15.226303100585938,85.9993896484375,90.0,90.0,89.97928619384766
390,390,39.0,8.0,90.0,18.0,86.0,90.0,90.0,90.0,90.0,16.511734008789062,85.99507141113281,90.0,90.0,89.98265075683594
391,391,39.099998474121094,10.0,90.0,20.0,86.0,90.0,90.0,90.0,90.0,16.725290298461914,86.00125122070312,90.0,90.0,89.9886703491211
392,392,39.20000076293945,12.0,90.0,22.0,86.0,90.0,90.0,90.0,90.0,15.041046142578125,86.00110626220703,90.0,90.0,90.00212097167969
393,393,39.29999923706055,14.0,90.0,24.0,86.0,90.0,90.0,90.0,90.0,14.851024627685547,86.00110626220703,90.0,90.0,89.99991607666016
394,394,39.400001525878906,16.0,90.0,26.0,86.0,90.0,90.0,90.0,90.0,19.079341888427734,86.00172424316406,90.0,90.0,90.00244903564453
395,395,39.5,18.0,90.0,28.0,86.0,90.0,90.0,90.0,90.0,21.43349838256836,85.99986267089844,90.0,90.0,90.01551818847656
396,396,39.599998474121094,90.0,90.0,30.0,86.0,90.0,90.0,90.0,90.0,25.19536781311035,85.9958267211914,90.0,90.0,90.01478576660156
397,397,39.70000076293945,22.0,90.0,32.0,86.0,90.0,90.0,90.0,90.0,30.073453903198242,86.01121520996094,90.0,90.0,89.99239349365234
398,398,39.79999923706055,24.0,90.0,34.0,86.0,90.0,90.0,90.0,90.0,33.73662567138672,86.01367950439453,90.0,90.0,89.99118041992188
399,399,39.900001525878906,26.0,90.0,36.0,86.0,90.0,90.0,90.0,90.0,37.415985107421875,86.00334167480469,90.0,90.0,89.984619140625
